run_id,mode,prompt_id,run_index,warmup,gamma,max_gen_len,prompt_tokens,target_url,drafter_model,response_format,response_dtype,network_simulated,sim_rtt_ms,sim_uplink_mbps,sim_downlink_mbps,generated_tokens,drafts_accepted,drafts_speculated,acceptance_rate,throughput_tokens_s,acceptance_sampling_ns,acceptance_sampling_ms,drafter_generate_ns,drafter_generate_ms,generation_total_ns,generation_total_ms,target_cloud_verify_ns,target_cloud_verify_ms,target_downlink_ns,target_downlink_ms,target_http_total_ns,target_http_total_ms,target_model_forward_ns,target_model_forward_ms,target_request_encode_ns,target_request_encode_ms,target_response_decode_ns,target_response_decode_ms,target_response_wait_ns,target_response_wait_ms,target_server_encode_ns,target_server_encode_ms,target_tensor_materialize_ns,target_tensor_materialize_ms,target_upload_ns,target_upload_ms
18eb2d6b-08a6-4ba7-a805-28a34373ad13,speculative,1,1,False,4,35,29,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,27,28,0.9642857142857143,35.84970086251635,2344893,2.344893,556355335,556.355335,976298244,976.298244,365811545,365.811545,11958842,11.958842,398332714,398.332714,359735421,359.735421,278722,0.278722,153221,0.153221,384553606,384.553606,4616233,4.616233,10472956,10.472956,1678013,1.678013
a79df5ad-93da-4aa9-9d0d-5c3f0eff14c0,speculative,1,2,False,4,35,29,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,24,31,0.7741935483870968,29.2282667245589,3308203,3.308203,641480915,641.480915,1197470939,1197.470939,477802390,477.80239,17575579,17.575579,524545948,524.545948,470219839,470.219839,412588,0.412588,248458,0.248458,504225803,504.225803,5641976,5.641976,13315946,13.315946,2498524,2.498524
316eaac2-2a7d-4df3-9625-2ed7644dc095,target_ar,1,0,True,4,35,29,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,,,,20.611450322222662,,,,,1698085261,1698.085261,1516235031,1516.235031,27097583,27.097583,1627615284,1627.615284,1506776899,1506.776899,3337516,3.337516,1222890,1.22289,1580585350,1580.58535,3933028,3.933028,19198642,19.198642,18367141,18.367141
cf1b47f2-735c-4771-9e02-57dbfdc0715e,target_ar,1,0,False,4,35,29,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,,,,22.910254265143287,,,,,1527700199,1527.700199,1349625734,1349.625734,27174521,27.174521,1456503750,1456.50375,1340742453,1340.742453,3393169,3.393169,1186410,1.18641,1409792924,1409.792924,3457386,3.457386,18817031,18.817031,17954803,17.954803
93209209-cf0c-4cca-929b-4147913d20b2,target_ar,1,1,False,4,35,29,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,,,,21.052364577980676,,,,,1662521085,1662.521085,1480172534,1480.172534,26496261,26.496261,1592800582,1592.800582,1470885466,1470.885466,3292547,3.292547,1221062,1.221062,1547198501,1547.198501,3799972,3.799972,19278054,19.278054,17578015,17.578015
1bca99da-c038-4c50-96e8-ab6d08f4cddc,target_ar,1,2,False,4,35,29,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,,,,23.897354308541917,,,,,1464597275,1464.597275,1289110397,1289.110397,25646869,25.646869,1395910239,1395.910239,1280501783,1280.501783,3308678,3.308678,1140647,1.140647,1351276054,1351.276054,3422178,3.422178,18661702,18.661702,17517317,17.517317
1a8cd469-4b78-45e8-aaf8-bf81e2047369,speculative,2,0,True,4,35,30,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,24,37,0.6486486486486487,24.371558916056507,3464301,3.464301,908381903,908.381903,1436100174,1436.100174,435840964,435.840964,21518788,21.518788,487855740,487.85574,427728363,427.728363,530709,0.530709,305067,0.305067,463272500,463.2725,6098066,6.098066,19991768,19.991768,2779938,2.779938
4a359ad8-b41f-4047-af4f-2b4612bf9b40,speculative,2,0,False,4,35,30,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,23,41,0.5609756097560976,23.456808786306137,3996942,3.996942,834661305,834.661305,1492104076,1492.104076,555199005,555.199005,25798804,25.798804,615537848,615.537848,545956670,545.95667,449332,0.449332,327637,0.327637,586647652,586.647652,7011955,7.011955,18655575,18.655575,2702504,2.702504
16f8d0b1-8342-4a29-bd0d-ae92cd3b337e,speculative,2,1,False,4,35,30,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,24,36,0.6666666666666666,26.386487145804317,3043225,3.043225,735441511,735.441511,1326436513,1326.436513,505978117,505.978117,21356703,21.356703,556144991,556.144991,497822980,497.82298,518341,0.518341,255137,0.255137,531465398,531.465398,6106428,6.106428,15793819,15.793819,3038880,3.03888
6b6898d4-33cb-4691-ae5b-4394d07a6b9b,speculative,2,2,False,4,35,30,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,22,45,0.4888888888888889,21.87659752486138,5138081,5.138081,908724876,908.724876,1599883161,1599.883161,577335811,577.335811,28704819,28.704819,642288434,642.288434,567337021,567.337021,528830,0.52883,355729,0.355729,609925075,609.925075,7371979,7.371979,20637047,20.637047,3241942,3.241942
e834c886-d1fb-4e0a-becb-5e5ff520251f,target_ar,2,0,True,4,35,30,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,,,,21.208133247598745,,,,,1650310265,1650.310265,1467712466,1467.712466,27386923,27.386923,1578121945,1578.121945,1458644771,1458.644771,3475773,3.475773,1285451,1.285451,1530682605,1530.682605,3752685,3.752685,19448796,19.448796,18468315,18.468315
5ec9c7c8-e71f-45b7-b284-16d72619ebe8,target_ar,2,0,False,4,35,30,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,,,,20.811995562345,,,,,1681722442,1681.722442,1506592087,1506.592087,25359455,25.359455,1613519692,1613.519692,1497260907,1497.260907,3351469,3.351469,1180787,1.180787,1569251626,1569.251626,3796202,3.796202,18557523,18.557523,17509798,17.509798
a359beb7-1052-41be-86ed-00ed935d1b1e,target_ar,2,1,False,4,35,30,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,,,,22.85375926200505,,,,,1531476708,1531.476708,1355151892,1355.151892,26531164,26.531164,1464090722,1464.090722,1346150019,1346.150019,3205833,3.205833,1134492,1.134492,1418654393,1418.654393,3404903,3.404903,18311947,18.311947,17379313,17.379313
3416f002-0f5f-4769-82a0-5942dafc54e0,target_ar,2,2,False,4,35,30,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,0.0,0.0,0.0,35,,,,26.30300140926296,,,,,1330646623,1330.646623,1164507430,1164.50743,25711190,25.71119,1264334175,1264.334175,1156122398,1156.122398,3290211,3.290211,1125330,1.12533,1219384367,1219.384367,3325146,3.325146,18109456,18.109456,17804559,17.804559
